Year,Event,Driver,Compound,CompoundEncoded,TyreLife,TrackTemp,FuelLoad,Abrasivity,LateralEnergy,DeltaToBest,LapNumber,Stint,CorrectedLapTime_Global
2024,Azerbaijan Grand Prix,43,HARD,2,15.0,42.8,26.0,2,2,1.625,25.0,2.0,108.803
2024,Azerbaijan Grand Prix,43,HARD,2,16.0,43.3,25.0,2,2,1.8455000000000013,26.0,2.0,109.0235
2024,Azerbaijan Grand Prix,43,HARD,2,17.0,43.1,24.0,2,2,1.6805000000000092,27.0,2.0,108.8585
2024,Azerbaijan Grand Prix,43,HARD,2,18.0,43.3,23.0,2,2,1.9555000000000007,28.0,2.0,109.1335
2024,Azerbaijan Grand Prix,43,HARD,2,19.0,43.5,22.0,2,2,1.6185000000000116,29.0,2.0,108.79650000000001
2024,Azerbaijan Grand Prix,43,HARD,2,20.0,42.6,21.0,2,2,1.6949999999999932,30.0,2.0,108.87299999999999
2024,Azerbaijan Grand Prix,43,HARD,2,21.0,43.2,20.0,2,2,1.6499999999999915,31.0,2.0,108.82799999999999
2024,Azerbaijan Grand Prix,43,HARD,2,22.0,42.6,19.0,2,2,1.5579999999999927,32.0,2.0,108.73599999999999
2024,Azerbaijan Grand Prix,43,HARD,2,23.0,42.4,18.0,2,2,2.078000000000003,33.0,2.0,109.256
2024,Azerbaijan Grand Prix,43,HARD,2,24.0,42.8,17.0,2,2,1.8659999999999997,34.0,2.0,109.044
2024,Azerbaijan Grand Prix,43,HARD,2,29.0,42.1,12.0,2,2,1.7495000000000118,39.0,2.0,108.92750000000001
2024,Azerbaijan Grand Prix,43,HARD,2,30.0,41.8,11.0,2,2,1.1359999999999957,40.0,2.0,108.314
2024,Azerbaijan Grand Prix,43,HARD,2,31.0,41.6,10.0,2,2,1.1389999999999958,41.0,2.0,108.317
2024,Azerbaijan Grand Prix,43,HARD,2,32.0,41.3,9.0,2,2,0.5605000000000047,42.0,2.0,107.7385
2024,Azerbaijan Grand Prix,43,HARD,2,33.0,41.3,8.0,2,2,0.20350000000000534,43.0,2.0,107.3815
2024,Azerbaijan Grand Prix,43,HARD,2,34.0,41.4,7.0,2,2,0.0,44.0,2.0,107.178
2024,Azerbaijan Grand Prix,43,HARD,2,35.0,41.6,6.0,2,2,0.1769999999999925,45.0,2.0,107.35499999999999
2024,Azerbaijan Grand Prix,43,HARD,2,36.0,41.6,5.0,2,2,0.22299999999999898,46.0,2.0,107.401
2024,Azerbaijan Grand Prix,43,HARD,2,37.0,42.0,4.0,2,2,0.4579999999999984,47.0,2.0,107.636
2024,Azerbaijan Grand Prix,43,HARD,2,38.0,41.5,3.0,2,2,0.09350000000000591,48.0,2.0,107.2715
2024,Azerbaijan Grand Prix,44,MEDIUM,1,3.0,45.7,48.0,2,2,3.6709999999999923,3.0,1.0,110.8095
2024,Azerbaijan Grand Prix,44,MEDIUM,1,4.0,45.4,47.0,2,2,3.0564999999999856,4.0,1.0,110.195
2024,Azerbaijan Grand Prix,44,MEDIUM,1,5.0,44.5,46.0,2,2,3.076999999999998,5.0,1.0,110.2155
2024,Azerbaijan Grand Prix,44,MEDIUM,1,6.0,45.0,45.0,2,2,2.5024999999999835,6.0,1.0,109.64099999999999
2024,Azerbaijan Grand Prix,44,MEDIUM,1,7.0,44.6,44.0,2,2,2.116499999999988,7.0,1.0,109.255
2024,Azerbaijan Grand Prix,44,MEDIUM,1,8.0,44.7,43.0,2,2,2.4706080760094977,8.0,1.0,109.6091080760095
2024,Azerbaijan Grand Prix,44,MEDIUM,1,9.0,44.4,42.0,2,2,2.575256756756744,9.0,1.0,109.71375675675675
2024,Azerbaijan Grand Prix,44,MEDIUM,1,10.0,44.8,41.0,2,2,2.707499999999982,10.0,1.0,109.84599999999999
2024,Azerbaijan Grand Prix,44,HARD,2,2.0,44.7,37.0,2,2,1.6999999999999886,14.0,2.0,108.8385
2024,Azerbaijan Grand Prix,44,HARD,2,3.0,44.1,36.0,2,2,1.4789999999999992,15.0,2.0,108.6175
2024,Azerbaijan Grand Prix,44,HARD,2,4.0,44.1,35.0,2,2,1.2519999999999953,16.0,2.0,108.3905
2024,Azerbaijan Grand Prix,44,HARD,2,5.0,44.0,34.0,2,2,2.37256862745096,17.0,2.0,109.51106862745097
2024,Azerbaijan Grand Prix,44,HARD,2,6.0,43.8,33.0,2,2,1.5085167064439133,18.0,2.0,108.64701670644392
2024,Azerbaijan Grand Prix,44,HARD,2,7.0,43.9,32.0,2,2,1.4489207920792069,19.0,2.0,108.58742079207921
2024,Azerbaijan Grand Prix,44,HARD,2,8.0,44.1,31.0,2,2,1.3611622276029038,20.0,2.0,108.49966222760291
2024,Azerbaijan Grand Prix,44,HARD,2,9.0,44.4,30.0,2,2,2.3364999999999867,21.0,2.0,109.475
2024,Azerbaijan Grand Prix,44,HARD,2,11.0,44.2,28.0,2,2,1.311499999999981,23.0,2.0,108.44999999999999
2024,Azerbaijan Grand Prix,44,HARD,2,12.0,43.6,27.0,2,2,1.1654999999999944,24.0,2.0,108.304
2024,Azerbaijan Grand Prix,44,HARD,2,13.0,42.8,26.0,2,2,1.0344999999999942,25.0,2.0,108.173
2024,Azerbaijan Grand Prix,44,HARD,2,14.0,43.3,25.0,2,2,0.5649999999999977,26.0,2.0,107.7035
2024,Azerbaijan Grand Prix,44,HARD,2,15.0,43.1,24.0,2,2,0.637999999999991,27.0,2.0,107.7765
2024,Azerbaijan Grand Prix,44,HARD,2,16.0,43.3,23.0,2,2,0.7819999999999965,28.0,2.0,107.9205
2024,Azerbaijan Grand Prix,44,HARD,2,17.0,43.5,22.0,2,2,0.5109999999999957,29.0,2.0,107.6495
2024,Azerbaijan Grand Prix,44,HARD,2,18.0,42.6,21.0,2,2,1.2414999999999878,30.0,2.0,108.38
2024,Azerbaijan Grand Prix,44,HARD,2,19.0,42.6,20.0,2,2,0.8754999999999882,31.0,2.0,108.014
2024,Azerbaijan Grand Prix,44,HARD,2,20.0,42.6,19.0,2,2,0.6144999999999925,32.0,2.0,107.753
2024,Azerbaijan Grand Prix,44,HARD,2,23.0,43.1,16.0,2,2,0.8572118226601049,35.0,2.0,107.99571182266011
2024,Azerbaijan Grand Prix,44,HARD,2,28.0,41.8,11.0,2,2,1.4780427872860429,40.0,2.0,108.61654278728605
2024,Azerbaijan Grand Prix,44,HARD,2,29.0,41.6,10.0,2,2,1.254499999999993,41.0,2.0,108.393
2024,Azerbaijan Grand Prix,44,HARD,2,30.0,41.3,9.0,2,2,0.06699999999999307,42.0,2.0,107.2055
2024,Azerbaijan Grand Prix,44,HARD,2,31.0,41.3,8.0,2,2,0.44599999999999795,43.0,2.0,107.5845
2024,Azerbaijan Grand Prix,44,HARD,2,32.0,41.4,7.0,2,2,0.9004999999999939,44.0,2.0,108.039
2024,Azerbaijan Grand Prix,44,HARD,2,33.0,41.6,6.0,2,2,0.3914999999999935,45.0,2.0,107.53
2024,Azerbaijan Grand Prix,44,HARD,2,34.0,41.6,5.0,2,2,0.4294999999999902,46.0,2.0,107.568
2024,Azerbaijan Grand Prix,44,HARD,2,35.0,42.0,4.0,2,2,0.05649999999998556,47.0,2.0,107.195
2024,Azerbaijan Grand Prix,44,HARD,2,36.0,41.5,3.0,2,2,0.0,48.0,2.0,107.13850000000001
2024,Azerbaijan Grand Prix,50,MEDIUM,1,2.0,45.6,49.0,2,2,3.7779354838709622,2.0,1.0,110.72093548387096
2024,Azerbaijan Grand Prix,50,MEDIUM,1,3.0,45.7,48.0,2,2,3.57350000000001,3.0,1.0,110.51650000000001
2024,Azerbaijan Grand Prix,50,MEDIUM,1,4.0,45.4,47.0,2,2,3.1829999999999927,4.0,1.0,110.12599999999999
2024,Azerbaijan Grand Prix,50,MEDIUM,1,5.0,44.5,46.0,2,2,3.424500000000009,5.0,1.0,110.3675
2024,Azerbaijan Grand Prix,50,MEDIUM,1,6.0,45.0,45.0,2,2,3.897999999999996,6.0,1.0,110.841
2024,Azerbaijan Grand Prix,50,MEDIUM,1,7.0,44.6,44.0,2,2,2.997,7.0,1.0,109.94
2024,Azerbaijan Grand Prix,50,MEDIUM,1,8.0,44.7,43.0,2,2,4.105500000000006,8.0,1.0,111.0485
2024,Azerbaijan Grand Prix,50,MEDIUM,1,9.0,44.4,42.0,2,2,2.792999999999992,9.0,1.0,109.73599999999999
2024,Azerbaijan Grand Prix,50,MEDIUM,1,10.0,44.8,41.0,2,2,4.027000000000001,10.0,1.0,110.97
2024,Azerbaijan Grand Prix,50,MEDIUM,1,11.0,44.7,40.0,2,2,3.0305000000000035,11.0,1.0,109.9735
2024,Azerbaijan Grand Prix,50,MEDIUM,1,12.0,44.8,39.0,2,2,2.9650000000000034,12.0,1.0,109.908
2024,Azerbaijan Grand Prix,50,MEDIUM,1,13.0,44.3,38.0,2,2,3.110500000000002,13.0,1.0,110.0535
2024,Azerbaijan Grand Prix,50,HARD,2,3.0,44.0,34.0,2,2,2.652068627450973,17.0,2.0,109.59506862745097
2024,Azerbaijan Grand Prix,50,HARD,2,4.0,43.8,33.0,2,2,1.6389999999999958,18.0,2.0,108.582
2024,Azerbaijan Grand Prix,50,HARD,2,5.0,43.9,32.0,2,2,1.3804999999999978,19.0,2.0,108.3235
2024,Azerbaijan Grand Prix,50,HARD,2,6.0,44.1,31.0,2,2,1.6895000000000095,20.0,2.0,108.63250000000001
2024,Azerbaijan Grand Prix,50,HARD,2,7.0,44.4,30.0,2,2,1.4029999999999916,21.0,2.0,108.34599999999999
2024,Azerbaijan Grand Prix,50,HARD,2,9.0,44.2,28.0,2,2,1.4059999999999917,23.0,2.0,108.34899999999999
2024,Azerbaijan Grand Prix,50,HARD,2,10.0,43.6,27.0,2,2,1.141999999999996,24.0,2.0,108.085
2024,Azerbaijan Grand Prix,50,HARD,2,11.0,42.8,26.0,2,2,1.0529999999999973,25.0,2.0,107.996
2024,Azerbaijan Grand Prix,50,HARD,2,12.0,43.3,25.0,2,2,1.2375000000000114,26.0,2.0,108.18050000000001
2024,Azerbaijan Grand Prix,50,HARD,2,13.0,43.1,24.0,2,2,0.9395000000000095,27.0,2.0,107.88250000000001
2024,Azerbaijan Grand Prix,50,HARD,2,14.0,43.3,23.0,2,2,1.2445000000000022,28.0,2.0,108.1875
2024,Azerbaijan Grand Prix,50,HARD,2,15.0,43.5,22.0,2,2,1.7805769230769357,29.0,2.0,108.72357692307693
2024,Azerbaijan Grand Prix,50,HARD,2,16.0,42.6,21.0,2,2,0.9890000000000043,30.0,2.0,107.932
2024,Azerbaijan Grand Prix,50,HARD,2,17.0,42.6,20.0,2,2,0.49500000000000455,31.0,2.0,107.438
2024,Azerbaijan Grand Prix,50,HARD,2,18.0,42.6,19.0,2,2,1.0900000000000034,32.0,2.0,108.033
2024,Azerbaijan Grand Prix,50,HARD,2,19.0,42.4,18.0,2,2,1.524000000000001,33.0,2.0,108.467
2024,Azerbaijan Grand Prix,50,HARD,2,20.0,42.8,17.0,2,2,1.2819999999999965,34.0,2.0,108.225
2024,Azerbaijan Grand Prix,50,HARD,2,21.0,43.1,16.0,2,2,1.5905000000000058,35.0,2.0,108.5335
2024,Azerbaijan Grand Prix,50,HARD,2,28.0,41.3,9.0,2,2,0.8455000000000013,42.0,2.0,107.7885
2024,Azerbaijan Grand Prix,50,HARD,2,29.0,41.3,8.0,2,2,0.6435000000000031,43.0,2.0,107.5865
2024,Azerbaijan Grand Prix,50,HARD,2,30.0,41.4,7.0,2,2,0.3059999999999974,44.0,2.0,107.249
2024,Azerbaijan Grand Prix,50,HARD,2,31.0,41.6,6.0,2,2,0.6380000000000052,45.0,2.0,107.581
2024,Azerbaijan Grand Prix,50,HARD,2,32.0,41.6,5.0,2,2,0.23900000000000432,46.0,2.0,107.182
2024,Azerbaijan Grand Prix,50,HARD,2,33.0,42.0,4.0,2,2,0.0,47.0,2.0,106.943
2024,Azerbaijan Grand Prix,50,HARD,2,34.0,41.5,3.0,2,2,0.32850000000000534,48.0,2.0,107.2715
2024,Azerbaijan Grand Prix,55,MEDIUM,1,2.0,45.6,49.0,2,2,2.3391776649746276,2.0,1.0,109.10617766497462
2024,Azerbaijan Grand Prix,55,MEDIUM,1,3.0,45.7,48.0,2,2,2.447500000000005,3.0,1.0,109.2145
2024,Azerbaijan Grand Prix,55,MEDIUM,1,4.0,45.4,47.0,2,2,2.2439999999999998,4.0,1.0,109.011
2024,Azerbaijan Grand Prix,55,MEDIUM,1,5.0,44.5,46.0,2,2,2.1295000000000073,5.0,1.0,108.8965
2024,Azerbaijan Grand Prix,55,MEDIUM,1,6.0,45.0,45.0,2,2,1.9089999999999918,6.0,1.0,108.67599999999999
2024,Azerbaijan Grand Prix,55,MEDIUM,1,7.0,44.9,44.0,2,2,1.6805000000000092,7.0,1.0,108.4475
2024,Azerbaijan Grand Prix,55,MEDIUM,1,8.0,44.7,43.0,2,2,1.569500000000005,8.0,1.0,108.3365
2024,Azerbaijan Grand Prix,55,MEDIUM,1,9.0,44.4,42.0,2,2,1.2459999999999951,9.0,1.0,108.01299999999999
2024,Azerbaijan Grand Prix,55,MEDIUM,1,10.0,44.8,41.0,2,2,1.4749999999999943,10.0,1.0,108.24199999999999
2024,Azerbaijan Grand Prix,55,MEDIUM,1,11.0,44.7,40.0,2,2,1.8575000000000017,11.0,1.0,108.6245
2024,Azerbaijan Grand Prix,55,MEDIUM,1,12.0,44.7,39.0,2,2,2.4355000000000047,12.0,1.0,109.2025
2024,Azerbaijan Grand Prix,55,MEDIUM,1,13.0,44.8,38.0,2,2,1.6799999999999926,13.0,1.0,108.44699999999999
2024,Azerbaijan Grand Prix,55,MEDIUM,1,14.0,44.7,37.0,2,2,1.7595000000000027,14.0,1.0,108.5265
2024,Azerbaijan Grand Prix,55,MEDIUM,1,15.0,44.1,36.0,2,2,2.4125000000000085,15.0,1.0,109.1795
2024,Azerbaijan Grand Prix,55,MEDIUM,1,16.0,44.1,35.0,2,2,2.4565000000000055,16.0,1.0,109.2235
2024,Azerbaijan Grand Prix,55,HARD,2,2.0,44.0,32.0,2,2,1.036999999999992,19.0,2.0,107.80399999999999
2024,Azerbaijan Grand Prix,55,HARD,2,3.0,43.9,31.0,2,2,1.1905000000000001,20.0,2.0,107.9575
2024,Azerbaijan Grand Prix,55,HARD,2,4.0,44.4,30.0,2,2,0.9710000000000036,21.0,2.0,107.738
2024,Azerbaijan Grand Prix,55,HARD,2,6.0,44.2,28.0,2,2,1.5866435643564358,23.0,2.0,108.35364356435643
2024,Azerbaijan Grand Prix,55,HARD,2,7.0,44.1,27.0,2,2,1.5705000000000098,24.0,2.0,108.3375
2024,Azerbaijan Grand Prix,55,HARD,2,8.0,43.6,26.0,2,2,0.8499999999999943,25.0,2.0,107.61699999999999
2024,Azerbaijan Grand Prix,55,HARD,2,9.0,43.3,25.0,2,2,0.70150000000001,26.0,2.0,107.4685
2024,Azerbaijan Grand Prix,55,HARD,2,10.0,43.1,24.0,2,2,0.43650000000000944,27.0,2.0,107.2035
2024,Azerbaijan Grand Prix,55,HARD,2,11.0,43.3,23.0,2,2,0.1805000000000092,28.0,2.0,106.9475
2024,Azerbaijan Grand Prix,55,HARD,2,12.0,43.3,22.0,2,2,0.5564999999999998,29.0,2.0,107.3235
2024,Azerbaijan Grand Prix,55,HARD,2,13.0,43.1,21.0,2,2,0.9375,30.0,2.0,107.7045
2024,Azerbaijan Grand Prix,55,HARD,2,14.0,43.2,20.0,2,2,0.49800000000000466,31.0,2.0,107.265
2024,Azerbaijan Grand Prix,55,HARD,2,15.0,42.6,19.0,2,2,0.44899999999999807,32.0,2.0,107.216
2024,Azerbaijan Grand Prix,55,HARD,2,16.0,42.4,18.0,2,2,0.3269999999999982,33.0,2.0,107.094
2024,Azerbaijan Grand Prix,55,HARD,2,17.0,42.8,17.0,2,2,0.5180000000000007,34.0,2.0,107.285
2024,Azerbaijan Grand Prix,55,HARD,2,18.0,43.0,16.0,2,2,0.4230000000000018,35.0,2.0,107.19
2024,Azerbaijan Grand Prix,55,HARD,2,20.0,42.6,14.0,2,2,1.4980000000000047,37.0,2.0,108.265
2024,Azerbaijan Grand Prix,55,HARD,2,21.0,42.7,13.0,2,2,0.23350000000000648,38.0,2.0,107.0005
2024,Azerbaijan Grand Prix,55,HARD,2,22.0,42.3,12.0,2,2,0.35250000000000625,39.0,2.0,107.1195
2024,Azerbaijan Grand Prix,55,HARD,2,23.0,41.8,11.0,2,2,0.09499999999999886,40.0,2.0,106.862
2024,Azerbaijan Grand Prix,55,HARD,2,24.0,41.6,10.0,2,2,0.5919999999999987,41.0,2.0,107.359
2024,Azerbaijan Grand Prix,55,HARD,2,25.0,41.8,9.0,2,2,0.0589999999999975,42.0,2.0,106.826
2024,Azerbaijan Grand Prix,55,HARD,2,26.0,41.3,8.0,2,2,0.4055000000000035,43.0,2.0,107.1725
2024,Azerbaijan Grand Prix,55,HARD,2,27.0,41.4,7.0,2,2,0.21800000000000352,44.0,2.0,106.985
2024,Azerbaijan Grand Prix,55,HARD,2,28.0,41.7,6.0,2,2,0.39450000000000784,45.0,2.0,107.1615
2024,Azerbaijan Grand Prix,55,HARD,2,29.0,41.6,5.0,2,2,0.0,46.0,2.0,106.767
2024,Azerbaijan Grand Prix,55,HARD,2,30.0,42.0,4.0,2,2,0.06199999999999761,47.0,2.0,106.829
2024,Azerbaijan Grand Prix,55,HARD,2,31.0,42.0,3.0,2,2,1.3932843137254878,48.0,2.0,108.16028431372548
2024,Azerbaijan Grand Prix,63,MEDIUM,1,2.0,45.6,49.0,2,2,3.05149999999999,2.0,1.0,109.579
2024,Azerbaijan Grand Prix,63,MEDIUM,1,3.0,45.7,48.0,2,2,2.6709999999999923,3.0,1.0,109.1985
2024,Azerbaijan Grand Prix,63,MEDIUM,1,4.0,45.4,47.0,2,2,2.5154999999999887,4.0,1.0,109.04299999999999
2024,Azerbaijan Grand Prix,63,MEDIUM,1,5.0,44.5,46.0,2,2,2.4218081534772153,5.0,1.0,108.94930815347722
2024,Azerbaijan Grand Prix,63,MEDIUM,1,6.0,45.0,45.0,2,2,2.903499999999994,6.0,1.0,109.431
2024,Azerbaijan Grand Prix,63,MEDIUM,1,7.0,44.9,44.0,2,2,2.638999999999996,7.0,1.0,109.1665
2024,Azerbaijan Grand Prix,63,MEDIUM,1,8.0,44.7,43.0,2,2,2.6779999999999973,8.0,1.0,109.2055
2024,Azerbaijan Grand Prix,63,MEDIUM,1,9.0,44.4,42.0,2,2,2.754499999999993,9.0,1.0,109.282
2024,Azerbaijan Grand Prix,63,MEDIUM,1,10.0,44.8,41.0,2,2,3.0374999999999943,10.0,1.0,109.565
2024,Azerbaijan Grand Prix,63,MEDIUM,1,11.0,44.7,40.0,2,2,3.1599999999999966,11.0,1.0,109.6875
2024,Azerbaijan Grand Prix,63,HARD,2,2.0,44.7,37.0,2,2,3.30102836879432,14.0,2.0,109.82852836879432
2024,Azerbaijan Grand Prix,63,HARD,2,3.0,44.1,36.0,2,2,2.4029999999999916,15.0,2.0,108.9305
2024,Azerbaijan Grand Prix,63,HARD,2,4.0,44.1,35.0,2,2,1.941999999999993,16.0,2.0,108.4695
2024,Azerbaijan Grand Prix,63,HARD,2,6.0,43.8,33.0,2,2,1.5644999999999953,18.0,2.0,108.092
2024,Azerbaijan Grand Prix,63,HARD,2,7.0,43.9,32.0,2,2,1.688999999999993,19.0,2.0,108.2165
2024,Azerbaijan Grand Prix,63,HARD,2,8.0,43.9,31.0,2,2,1.725999999999999,20.0,2.0,108.2535
2024,Azerbaijan Grand Prix,63,HARD,2,9.0,44.4,30.0,2,2,1.7014999999999958,21.0,2.0,108.229
2024,Azerbaijan Grand Prix,63,HARD,2,10.0,43.2,29.0,2,2,1.5474999999999852,22.0,2.0,108.07499999999999
2024,Azerbaijan Grand Prix,63,HARD,2,11.0,44.2,28.0,2,2,1.6274999999999977,23.0,2.0,108.155
2024,Azerbaijan Grand Prix,63,HARD,2,12.0,43.6,27.0,2,2,1.3314999999999912,24.0,2.0,107.859
2024,Azerbaijan Grand Prix,63,HARD,2,13.0,43.6,26.0,2,2,1.54849999999999,25.0,2.0,108.076
2024,Azerbaijan Grand Prix,63,HARD,2,14.0,43.3,25.0,2,2,1.6739999999999924,26.0,2.0,108.2015
2024,Azerbaijan Grand Prix,63,HARD,2,15.0,43.1,24.0,2,2,2.144999999999996,27.0,2.0,108.6725
2024,Azerbaijan Grand Prix,63,HARD,2,16.0,43.3,23.0,2,2,1.5649999999999977,28.0,2.0,108.0925
2024,Azerbaijan Grand Prix,63,HARD,2,19.0,43.2,20.0,2,2,1.884143391521178,31.0,2.0,108.41164339152118
2024,Azerbaijan Grand Prix,63,HARD,2,21.0,42.4,18.0,2,2,1.2319607843137277,33.0,2.0,107.75946078431373
2024,Azerbaijan Grand Prix,63,HARD,2,22.0,42.8,17.0,2,2,0.79849999999999,34.0,2.0,107.326
2024,Azerbaijan Grand Prix,63,HARD,2,23.0,43.0,16.0,2,2,1.0544999999999902,35.0,2.0,107.582
2024,Azerbaijan Grand Prix,63,HARD,2,25.0,42.6,14.0,2,2,1.1674999999999898,37.0,2.0,107.695
2024,Azerbaijan Grand Prix,63,HARD,2,26.0,42.7,13.0,2,2,1.0060000000000002,38.0,2.0,107.5335
2024,Azerbaijan Grand Prix,63,HARD,2,27.0,42.1,12.0,2,2,0.5040000000000049,39.0,2.0,107.03150000000001
2024,Azerbaijan Grand Prix,63,HARD,2,28.0,41.8,11.0,2,2,0.3704999999999927,40.0,2.0,106.898
2024,Azerbaijan Grand Prix,63,HARD,2,29.0,41.6,10.0,2,2,0.2254999999999967,41.0,2.0,106.753
2024,Azerbaijan Grand Prix,63,HARD,2,30.0,41.8,9.0,2,2,0.21649999999999636,42.0,2.0,106.744
2024,Azerbaijan Grand Prix,63,HARD,2,31.0,41.3,8.0,2,2,0.10500000000000398,43.0,2.0,106.63250000000001
2024,Azerbaijan Grand Prix,63,HARD,2,32.0,41.4,7.0,2,2,0.08349999999998658,44.0,2.0,106.61099999999999
2024,Azerbaijan Grand Prix,63,HARD,2,33.0,41.7,6.0,2,2,0.0,45.0,2.0,106.5275
2024,Azerbaijan Grand Prix,63,HARD,2,34.0,41.6,5.0,2,2,0.1004999999999967,46.0,2.0,106.628
2024,Azerbaijan Grand Prix,63,HARD,2,35.0,42.0,4.0,2,2,0.03149999999999409,47.0,2.0,106.559
2024,Azerbaijan Grand Prix,63,HARD,2,36.0,41.5,3.0,2,2,0.39100000000000534,48.0,2.0,106.91850000000001
2024,Azerbaijan Grand Prix,63,HARD,2,37.0,41.3,2.0,2,2,0.08499999999999375,49.0,2.0,106.6125
2024,Azerbaijan Grand Prix,77,MEDIUM,1,3.0,45.6,49.0,2,2,5.812999999999988,2.0,1.0,114.13199999999999
2024,Azerbaijan Grand Prix,77,MEDIUM,1,4.0,45.7,48.0,2,2,4.230499999999992,3.0,1.0,112.5495
2024,Azerbaijan Grand Prix,77,MEDIUM,1,6.0,44.5,46.0,2,2,4.984523255813954,5.0,1.0,113.30352325581396
2024,Azerbaijan Grand Prix,77,MEDIUM,1,8.0,44.6,44.0,2,2,3.050140811455833,7.0,1.0,111.36914081145584
2024,Azerbaijan Grand Prix,77,MEDIUM,1,9.0,44.7,43.0,2,2,2.8504999999999967,8.0,1.0,111.1695
2024,Azerbaijan Grand Prix,77,MEDIUM,1,10.0,44.4,42.0,2,2,3.006999999999991,9.0,1.0,111.326
2024,Azerbaijan Grand Prix,77,HARD,2,3.0,44.3,38.0,2,2,1.5404999999999944,13.0,2.0,109.8595
2024,Azerbaijan Grand Prix,77,HARD,2,4.0,44.7,37.0,2,2,1.5404999999999944,14.0,2.0,109.8595
2024,Azerbaijan Grand Prix,77,HARD,2,5.0,44.1,36.0,2,2,1.2524999999999977,15.0,2.0,109.5715
2024,Azerbaijan Grand Prix,77,HARD,2,6.0,44.0,35.0,2,2,1.289999999999992,16.0,2.0,109.609
2024,Azerbaijan Grand Prix,77,HARD,2,7.0,43.8,34.0,2,2,1.340999999999994,17.0,2.0,109.66
2024,Azerbaijan Grand Prix,77,HARD,2,8.0,43.8,33.0,2,2,1.266999999999996,18.0,2.0,109.586
2024,Azerbaijan Grand Prix,77,HARD,2,9.0,43.9,32.0,2,2,1.4585000000000008,19.0,2.0,109.7775
2024,Azerbaijan Grand Prix,77,HARD,2,10.0,44.1,31.0,2,2,1.2364999999999924,20.0,2.0,109.5555
2024,Azerbaijan Grand Prix,77,HARD,2,11.0,44.4,30.0,2,2,1.2269999999999897,21.0,2.0,109.54599999999999
2024,Azerbaijan Grand Prix,77,HARD,2,12.0,43.4,29.0,2,2,1.2819999999999965,22.0,2.0,109.601
2024,Azerbaijan Grand Prix,77,HARD,2,13.0,44.1,28.0,2,2,1.3144999999999953,23.0,2.0,109.6335
2024,Azerbaijan Grand Prix,77,HARD,2,14.0,43.6,27.0,2,2,1.168999999999997,24.0,2.0,109.488
2024,Azerbaijan Grand Prix,77,HARD,2,15.0,42.8,26.0,2,2,1.0269999999999868,25.0,2.0,109.34599999999999
2024,Azerbaijan Grand Prix,77,HARD,2,16.0,43.3,25.0,2,2,1.2025000000000006,26.0,2.0,109.5215
2024,Azerbaijan Grand Prix,77,HARD,2,17.0,43.3,24.0,2,2,1.011499999999998,27.0,2.0,109.3305
2024,Azerbaijan Grand Prix,77,HARD,2,18.0,43.3,23.0,2,2,1.015500000000003,28.0,2.0,109.3345
2024,Azerbaijan Grand Prix,77,HARD,2,19.0,43.1,22.0,2,2,0.8804999999999978,29.0,2.0,109.1995
2024,Azerbaijan Grand Prix,77,HARD,2,20.0,42.6,21.0,2,2,0.9769999999999897,30.0,2.0,109.29599999999999
2024,Azerbaijan Grand Prix,77,HARD,2,21.0,42.6,20.0,2,2,0.972999999999999,31.0,2.0,109.292
2024,Azerbaijan Grand Prix,77,HARD,2,22.0,42.4,19.0,2,2,0.8509999999999991,32.0,2.0,109.17
2024,Azerbaijan Grand Prix,77,HARD,2,24.0,43.0,17.0,2,2,1.1589999999999918,34.0,2.0,109.478
2024,Azerbaijan Grand Prix,77,HARD,2,26.0,42.6,15.0,2,2,0.6049999999999898,36.0,2.0,108.92399999999999
2024,Azerbaijan Grand Prix,77,HARD,2,27.0,42.7,14.0,2,2,0.4364999999999952,37.0,2.0,108.7555
2024,Azerbaijan Grand Prix,77,HARD,2,28.0,42.3,13.0,2,2,0.40749999999999886,38.0,2.0,108.7265
2024,Azerbaijan Grand Prix,77,HARD,2,29.0,41.8,12.0,2,2,0.590999999999994,39.0,2.0,108.91
2024,Azerbaijan Grand Prix,77,HARD,2,30.0,41.6,11.0,2,2,0.08299999999999841,40.0,2.0,108.402
2024,Azerbaijan Grand Prix,77,HARD,2,31.0,41.6,10.0,2,2,0.0,41.0,2.0,108.319
2024,Azerbaijan Grand Prix,77,HARD,2,32.0,41.3,9.0,2,2,0.32850000000000534,42.0,2.0,108.64750000000001
2024,Azerbaijan Grand Prix,77,HARD,2,33.0,41.4,8.0,2,2,0.0519999999999925,43.0,2.0,108.371
2024,Azerbaijan Grand Prix,77,HARD,2,34.0,41.7,7.0,2,2,0.2635000000000076,44.0,2.0,108.58250000000001
2024,Azerbaijan Grand Prix,77,HARD,2,35.0,41.6,6.0,2,2,0.0799999999999983,45.0,2.0,108.399
2024,Azerbaijan Grand Prix,77,HARD,2,37.0,42.0,4.0,2,2,0.43899999999999295,47.0,2.0,108.758
2024,Azerbaijan Grand Prix,81,MEDIUM,1,2.0,45.6,49.0,2,2,1.9986122448979557,2.0,1.0,108.92811224489796
2024,Azerbaijan Grand Prix,81,MEDIUM,1,3.0,45.7,48.0,2,2,1.7210000000000036,3.0,1.0,108.65050000000001
2024,Azerbaijan Grand Prix,81,MEDIUM,1,4.0,45.4,47.0,2,2,1.322499999999991,4.0,1.0,108.252
