CompoundEncoded,TyreLife,TrackTemp,FuelLoad,Abrasivity,LateralEnergy,DeltaToBest,LapNumber,Stint,RaceNumber,TeamEncoded,delta_velocity,lateral_stress_cumul,abrasive_stress_cumul,stress_x_temp,compound_x_abrasivity,compound_x_lateral,compound_x_tyrelife,prev_stint_max_delta,stint_length,tyre_life_pct
2,9.0,45.0,11.0,2.2,2.7,0.0589999999999975,42.0,3.0,38,0,-0.1600000000000108,24.3,19.8,1093.5000000000002,4.4,5.4,18.0,0.9849999999999994,20.0,0.45
2,10.0,44.9,10.0,2.2,2.7,0.1279999999999859,43.0,3.0,38,0,0.0689999999999884,27.0,22.0,1212.3,4.4,5.4,20.0,0.9849999999999994,20.0,0.5
2,11.0,44.9,9.0,2.2,2.7,0.0010000000000047748,44.0,3.0,38,0,-0.12699999999998113,29.700000000000003,24.200000000000003,1333.53,4.4,5.4,22.0,0.9849999999999994,20.0,0.55
2,12.0,44.6,8.0,2.2,2.7,0.0,45.0,3.0,38,0,-0.0010000000000047748,32.400000000000006,26.400000000000002,1445.0400000000002,4.4,5.4,24.0,0.9849999999999994,20.0,0.6
2,13.0,44.6,7.0,2.2,2.7,0.0,46.0,3.0,38,0,0.0,35.1,28.6,1565.4600000000003,4.4,5.4,26.0,0.9849999999999994,20.0,0.65
2,14.0,44.4,6.0,2.2,2.7,0.18587622149836136,47.0,3.0,38,0,0.18587622149836136,37.800000000000004,30.800000000000004,1678.3200000000002,4.4,5.4,28.0,0.9849999999999994,20.0,0.7
2,15.0,44.2,5.0,2.2,2.7,0.23487622149836795,48.0,3.0,38,0,0.049000000000006594,40.5,33.0,1790.1000000000004,4.4,5.4,30.0,0.9849999999999994,20.0,0.75
2,16.0,44.2,4.0,2.2,2.7,0.5398762214983748,49.0,3.0,38,0,0.3050000000000068,43.2,35.2,1909.4400000000003,4.4,5.4,32.0,0.9849999999999994,20.0,0.8
2,17.0,44.1,3.0,2.2,2.7,0.5508762214983562,50.0,3.0,38,0,0.010999999999981469,45.900000000000006,37.400000000000006,2024.19,4.4,5.4,34.0,0.9849999999999994,20.0,0.85
2,18.0,44.1,2.0,2.2,2.7,0.5328762214983556,51.0,3.0,38,0,-0.018000000000000682,48.6,39.6,2143.26,4.4,5.4,36.0,0.9849999999999994,20.0,0.9
2,19.0,43.9,1.0,2.2,2.7,0.8508762214983534,52.0,3.0,38,0,0.31799999999999784,51.300000000000004,41.800000000000004,2252.07,4.4,5.4,38.0,0.9849999999999994,20.0,0.95
2,20.0,43.8,0.0,2.2,2.7,0.8008762214983705,53.0,3.0,38,0,-0.04999999999998295,54.0,44.0,2365.2000000000003,4.4,5.4,40.0,0.9849999999999994,20.0,1.0
2,4.0,39.0,49.0,4.6,5.0,0.0,4.0,2.0,26,0,-0.8039999999999878,20.0,18.4,780.0,9.2,10.0,8.0,,12.0,0.3333333333333333
2,5.0,39.0,48.0,4.6,5.0,0.17834986225896898,5.0,2.0,26,0,0.17834986225896898,25.0,23.0,975.0,9.2,10.0,10.0,,12.0,0.4166666666666667
2,6.0,38.8,47.0,4.6,5.0,0.46399999999999864,6.0,2.0,26,0,0.28565013774102965,30.0,27.599999999999998,1164.0,9.2,10.0,12.0,,12.0,0.5
2,7.0,38.7,46.0,4.6,5.0,0.8340000000000032,7.0,2.0,26,0,0.37000000000000455,35.0,32.199999999999996,1354.5,9.2,10.0,14.0,,12.0,0.5833333333333334
2,8.0,38.7,45.0,4.6,5.0,1.1200000000000045,8.0,2.0,26,0,0.28600000000000136,40.0,36.8,1548.0,9.2,10.0,16.0,,12.0,0.6666666666666666
2,9.0,38.9,44.0,4.6,5.0,1.570999999999998,9.0,2.0,26,0,0.4509999999999934,45.0,41.4,1750.5,9.2,10.0,18.0,,12.0,0.75
2,10.0,39.0,43.0,4.6,5.0,1.4960000000000093,10.0,2.0,26,0,-0.07499999999998863,50.0,46.0,1950.0,9.2,10.0,20.0,,12.0,0.8333333333333334
2,11.0,38.5,42.0,4.6,5.0,1.686000000000007,11.0,2.0,26,0,0.18999999999999773,55.0,50.599999999999994,2117.5,9.2,10.0,22.0,,12.0,0.9166666666666666
2,12.0,37.1,41.0,4.6,5.0,1.5150000000000006,12.0,2.0,26,0,-0.17100000000000648,60.0,55.199999999999996,2226.0,9.2,10.0,24.0,,12.0,1.0
1,2.0,36.1,38.0,4.6,5.0,0.0,15.0,3.0,26,0,-0.8008762214983705,10.0,9.2,361.0,4.6,5.0,2.0,1.686000000000007,19.0,0.10526315789473684
1,3.0,35.2,37.0,4.6,5.0,0.0,16.0,3.0,26,0,0.0,15.0,13.799999999999999,528.0,4.6,5.0,3.0,1.686000000000007,19.0,0.15789473684210525
1,4.0,35.0,36.0,4.6,5.0,0.006000000000000227,17.0,3.0,26,0,0.006000000000000227,20.0,18.4,700.0,4.6,5.0,4.0,1.686000000000007,19.0,0.21052631578947367
1,5.0,34.8,35.0,4.6,5.0,0.0660000000000025,18.0,3.0,26,0,0.060000000000002274,25.0,23.0,870.0,4.6,5.0,5.0,1.686000000000007,19.0,0.2631578947368421
1,6.0,34.6,34.0,4.6,5.0,0.0,19.0,3.0,26,0,-0.0660000000000025,30.0,27.599999999999998,1038.0,4.6,5.0,6.0,1.686000000000007,19.0,0.3157894736842105
1,7.0,34.5,33.0,4.6,5.0,0.8220000000000027,20.0,3.0,26,0,0.8220000000000027,35.0,32.199999999999996,1207.5,4.6,5.0,7.0,1.686000000000007,19.0,0.3684210526315789
1,8.0,34.3,32.0,4.6,5.0,0.8000000000000114,21.0,3.0,26,0,-0.02199999999999136,40.0,36.8,1372.0,4.6,5.0,8.0,1.686000000000007,19.0,0.42105263157894735
1,9.0,34.4,31.0,4.6,5.0,0.9840000000000089,22.0,3.0,26,0,0.1839999999999975,45.0,41.4,1548.0,4.6,5.0,9.0,1.686000000000007,19.0,0.47368421052631576
1,10.0,35.3,30.0,4.6,5.0,0.9310000000000116,23.0,3.0,26,0,-0.05299999999999727,50.0,46.0,1765.0,4.6,5.0,10.0,1.686000000000007,19.0,0.5263157894736842
1,11.0,35.6,29.0,4.6,5.0,0.7540000000000049,24.0,3.0,26,0,-0.1770000000000067,55.0,50.599999999999994,1958.0,4.6,5.0,11.0,1.686000000000007,19.0,0.5789473684210527
1,12.0,35.6,28.0,4.6,5.0,0.7700000000000102,25.0,3.0,26,0,0.016000000000005343,60.0,55.199999999999996,2136.0,4.6,5.0,12.0,1.686000000000007,19.0,0.631578947368421
1,13.0,36.0,27.0,4.6,5.0,0.6640000000000015,26.0,3.0,26,0,-0.10600000000000875,65.0,59.8,2340.0,4.6,5.0,13.0,1.686000000000007,19.0,0.6842105263157895
1,14.0,35.7,26.0,4.6,5.0,0.7620000000000005,27.0,3.0,26,0,0.09799999999999898,70.0,64.39999999999999,2499.0,4.6,5.0,14.0,1.686000000000007,19.0,0.7368421052631579
1,15.0,35.7,25.0,4.6,5.0,0.7720000000000056,28.0,3.0,26,0,0.010000000000005116,75.0,69.0,2677.5,4.6,5.0,15.0,1.686000000000007,19.0,0.7894736842105263
1,16.0,36.2,24.0,4.6,5.0,1.2409999999999997,29.0,3.0,26,0,0.4689999999999941,80.0,73.6,2896.0,4.6,5.0,16.0,1.686000000000007,19.0,0.8421052631578947
1,17.0,36.4,23.0,4.6,5.0,1.1300000000000097,30.0,3.0,26,0,-0.11099999999999,85.0,78.19999999999999,3094.0,4.6,5.0,17.0,1.686000000000007,19.0,0.8947368421052632
1,18.0,36.5,22.0,4.6,5.0,0.9660000000000082,31.0,3.0,26,0,-0.16400000000000148,90.0,82.8,3285.0,4.6,5.0,18.0,1.686000000000007,19.0,0.9473684210526315
1,19.0,36.5,21.0,4.6,5.0,1.1780000000000115,32.0,3.0,26,0,0.2120000000000033,95.0,87.39999999999999,3467.5,4.6,5.0,19.0,1.686000000000007,19.0,1.0
0,2.0,35.5,18.0,4.6,5.0,0.0,35.0,4.0,26,0,0.0,10.0,9.2,355.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.1
0,3.0,35.1,17.0,4.6,5.0,0.0,36.0,4.0,26,0,0.0,15.0,13.799999999999999,526.5,0.0,0.0,0.0,1.2409999999999997,20.0,0.15
0,4.0,34.6,16.0,4.6,5.0,0.055999999999997385,37.0,4.0,26,0,0.055999999999997385,20.0,18.4,692.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.2
0,5.0,34.5,15.0,4.6,5.0,0.18999999999999773,38.0,4.0,26,0,0.13400000000000034,25.0,23.0,862.5,0.0,0.0,0.0,1.2409999999999997,20.0,0.25
0,6.0,34.2,14.0,4.6,5.0,0.7009999999999934,39.0,4.0,26,0,0.5109999999999957,30.0,27.599999999999998,1026.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.3
0,7.0,34.0,13.0,4.6,5.0,0.5669999999999931,40.0,4.0,26,0,-0.13400000000000034,35.0,32.199999999999996,1190.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.35
0,8.0,33.1,12.0,4.6,5.0,0.36099999999999,41.0,4.0,26,0,-0.20600000000000307,40.0,36.8,1324.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.4
0,10.0,33.1,10.0,4.6,5.0,0.9350000000000023,43.0,4.0,26,0,0.5740000000000123,50.0,46.0,1655.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.5
0,11.0,33.0,9.0,4.6,5.0,0.48599999999999,44.0,4.0,26,0,-0.4490000000000123,55.0,50.599999999999994,1815.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.55
0,12.0,32.6,8.0,4.6,5.0,0.5349999999999966,45.0,4.0,26,0,0.049000000000006594,60.0,55.199999999999996,1956.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.6
0,13.0,32.5,7.0,4.6,5.0,0.7539999999999907,46.0,4.0,26,0,0.2189999999999941,65.0,59.8,2112.5,0.0,0.0,0.0,1.2409999999999997,20.0,0.65
0,14.0,32.2,6.0,4.6,5.0,0.8169999999999931,47.0,4.0,26,0,0.06300000000000239,70.0,64.39999999999999,2254.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.7
0,15.0,32.7,5.0,4.6,5.0,0.8439999999999941,48.0,4.0,26,0,0.027000000000001023,75.0,69.0,2452.5,0.0,0.0,0.0,1.2409999999999997,20.0,0.75
0,16.0,31.9,4.0,4.6,5.0,0.8419999999999987,49.0,4.0,26,0,-0.001999999999995339,80.0,73.6,2552.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.8
0,17.0,32.0,3.0,4.6,5.0,1.046999999999997,50.0,4.0,26,0,0.2049999999999983,85.0,78.19999999999999,2720.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.85
0,18.0,32.0,2.0,4.6,5.0,1.1359999999999957,51.0,4.0,26,0,0.08899999999999864,90.0,82.8,2880.0,0.0,0.0,0.0,1.2409999999999997,20.0,0.9
0,19.0,31.3,1.0,4.6,5.0,0.7279999999999944,52.0,4.0,26,0,-0.40800000000000125,95.0,87.39999999999999,2973.5,0.0,0.0,0.0,1.2409999999999997,20.0,0.95
0,20.0,31.3,0.0,4.6,5.0,0.0,53.0,4.0,26,0,-0.7279999999999944,100.0,92.0,3130.0,0.0,0.0,0.0,1.2409999999999997,20.0,1.0
4,1.0,18.3,49.0,1.9,1.8,0.0,1.0,1.0,44,0,-0.1412952462327155,1.8,1.9,32.940000000000005,7.6,7.2,4.0,,3.0,0.3333333333333333
4,2.0,18.2,48.0,1.9,1.8,0.0,2.0,1.0,44,0,0.0,3.6,3.8,65.52,7.6,7.2,8.0,,3.0,0.6666666666666666
4,3.0,18.0,47.0,1.9,1.8,0.0,3.0,1.0,44,0,0.0,5.4,5.699999999999999,97.19999999999999,7.6,7.2,12.0,,3.0,1.0
2,3.0,17.7,44.0,1.9,1.8,0.0,6.0,2.0,44,0,-1.5150000000000006,5.4,5.699999999999999,95.58,3.8,3.6,6.0,0.0,19.0,0.15789473684210525
2,4.0,17.7,43.0,1.9,1.8,0.0,7.0,2.0,44,0,0.0,7.2,7.6,127.44,3.8,3.6,8.0,0.0,19.0,0.21052631578947367
2,5.0,17.6,42.0,1.9,1.8,0.3710000000000093,8.0,2.0,44,0,0.3710000000000093,9.0,9.5,158.4,3.8,3.6,10.0,0.0,19.0,0.2631578947368421
2,6.0,17.6,41.0,1.9,1.8,0.0,9.0,2.0,44,0,-0.3710000000000093,10.8,11.399999999999999,190.08,3.8,3.6,12.0,0.0,19.0,0.3157894736842105
2,7.0,17.7,40.0,1.9,1.8,0.0,10.0,2.0,44,0,0.0,12.6,13.299999999999999,223.01999999999998,3.8,3.6,14.0,0.0,19.0,0.3684210526315789
2,8.0,17.6,39.0,1.9,1.8,0.0,11.0,2.0,44,0,0.0,14.4,15.2,253.44000000000003,3.8,3.6,16.0,0.0,19.0,0.42105263157894735
2,9.0,17.7,38.0,1.9,1.8,0.027000000000001023,12.0,2.0,44,0,0.027000000000001023,16.2,17.099999999999998,286.74,3.8,3.6,18.0,0.0,19.0,0.47368421052631576
2,10.0,17.5,37.0,1.9,1.8,0.0,13.0,2.0,44,0,-0.027000000000001023,18.0,19.0,315.0,3.8,3.6,20.0,0.0,19.0,0.5263157894736842
2,11.0,17.5,36.0,1.9,1.8,1.097151761517594,14.0,2.0,44,0,1.097151761517594,19.8,20.9,346.5,3.8,3.6,22.0,0.0,19.0,0.5789473684210527
2,15.0,17.3,32.0,1.9,1.8,0.9449999999999932,18.0,2.0,44,0,-0.1521517615176009,27.0,28.5,467.1,3.8,3.6,30.0,0.0,19.0,0.7894736842105263
2,16.0,17.3,31.0,1.9,1.8,1.2639999999999958,19.0,2.0,44,0,0.3190000000000026,28.8,30.4,498.24,3.8,3.6,32.0,0.0,19.0,0.8421052631578947
2,17.0,17.4,30.0,1.9,1.8,0.10500000000000398,20.0,2.0,44,0,-1.1589999999999918,30.6,32.3,532.4399999999999,3.8,3.6,34.0,0.0,19.0,0.8947368421052632
2,18.0,17.4,29.0,1.9,1.8,0.4719999999999942,21.0,2.0,44,0,0.3669999999999902,32.4,34.199999999999996,563.76,3.8,3.6,36.0,0.0,19.0,0.9473684210526315
2,19.0,17.2,28.0,1.9,1.8,0.9879999999999995,22.0,2.0,44,0,0.5160000000000053,34.2,36.1,588.24,3.8,3.6,38.0,0.0,19.0,1.0
2,3.0,17.1,24.0,1.9,1.8,0.0,26.0,3.0,44,0,-1.1780000000000115,5.4,5.699999999999999,92.34000000000002,3.8,3.6,6.0,1.2639999999999958,27.0,0.1111111111111111
2,4.0,17.2,23.0,1.9,1.8,0.48799999999999955,27.0,3.0,44,0,0.48799999999999955,7.2,7.6,123.84,3.8,3.6,8.0,1.2639999999999958,27.0,0.14814814814814814
2,5.0,17.1,22.0,1.9,1.8,0.7109999999999985,28.0,3.0,44,0,0.22299999999999898,9.0,9.5,153.90000000000003,3.8,3.6,10.0,1.2639999999999958,27.0,0.18518518518518517
2,6.0,17.0,21.0,1.9,1.8,0.0799999999999983,29.0,3.0,44,0,-0.6310000000000002,10.8,11.399999999999999,183.60000000000002,3.8,3.6,12.0,1.2639999999999958,27.0,0.2222222222222222
2,7.0,17.1,20.0,1.9,1.8,0.0,30.0,3.0,44,0,-0.0799999999999983,12.6,13.299999999999999,215.46000000000004,3.8,3.6,14.0,1.2639999999999958,27.0,0.25925925925925924
2,8.0,17.1,19.0,1.9,1.8,0.22499999999999432,31.0,3.0,44,0,0.22499999999999432,14.4,15.2,246.24000000000004,3.8,3.6,16.0,1.2639999999999958,27.0,0.2962962962962963
2,9.0,17.0,18.0,1.9,1.8,0.0,32.0,3.0,44,0,-0.22499999999999432,16.2,17.099999999999998,275.40000000000003,3.8,3.6,18.0,1.2639999999999958,27.0,0.3333333333333333
2,10.0,17.0,17.0,1.9,1.8,0.09300000000000352,33.0,3.0,44,0,0.09300000000000352,18.0,19.0,306.0,3.8,3.6,20.0,1.2639999999999958,27.0,0.37037037037037035
2,11.0,17.0,16.0,1.9,1.8,0.3810000000000002,34.0,3.0,44,0,0.2879999999999967,19.8,20.9,336.6,3.8,3.6,22.0,1.2639999999999958,27.0,0.4074074074074074
2,12.0,17.0,15.0,1.9,1.8,0.4990538243626048,35.0,3.0,44,0,0.11805382436260459,21.6,22.799999999999997,367.20000000000005,3.8,3.6,24.0,1.2639999999999958,27.0,0.4444444444444444
2,14.0,17.0,13.0,1.9,1.8,0.4132627345844355,37.0,3.0,44,0,-0.0857910897781693,25.2,26.599999999999998,428.40000000000003,3.8,3.6,28.0,1.2639999999999958,27.0,0.5185185185185185
2,15.0,16.9,12.0,1.9,1.8,0.0,38.0,3.0,44,0,-0.4132627345844355,27.0,28.5,456.29999999999995,3.8,3.6,30.0,1.2639999999999958,27.0,0.5555555555555556
2,17.0,16.8,10.0,1.9,1.8,0.0,40.0,3.0,44,0,0.0,30.6,32.3,514.08,3.8,3.6,34.0,1.2639999999999958,27.0,0.6296296296296297
2,18.0,16.8,9.0,1.9,1.8,0.6819315068493097,41.0,3.0,44,0,0.6819315068493097,32.4,34.199999999999996,544.32,3.8,3.6,36.0,1.2639999999999958,27.0,0.6666666666666666
2,19.0,16.8,8.0,1.9,1.8,1.0693099730458044,42.0,3.0,44,0,0.38737846619649474,34.2,36.1,574.5600000000001,3.8,3.6,38.0,1.2639999999999958,27.0,0.7037037037037037
2,20.0,16.8,7.0,1.9,1.8,0.7568108108107907,43.0,3.0,44,0,-0.3124991622350137,36.0,38.0,604.8000000000001,3.8,3.6,40.0,1.2639999999999958,27.0,0.7407407407407407
2,21.0,16.8,6.0,1.9,1.8,0.5399999999999778,44.0,3.0,44,0,-0.21681081081081288,37.800000000000004,39.9,635.0400000000001,3.8,3.6,42.0,1.2639999999999958,27.0,0.7777777777777778
2,22.0,16.7,5.0,1.9,1.8,1.302999999999983,45.0,3.0,44,0,0.7630000000000052,39.6,41.8,661.3199999999999,3.8,3.6,44.0,1.2639999999999958,27.0,0.8148148148148148
2,23.0,16.7,4.0,1.9,1.8,1.2789999999999822,46.0,3.0,44,0,-0.02400000000000091,41.4,43.699999999999996,691.38,3.8,3.6,46.0,1.2639999999999958,27.0,0.8518518518518519
2,24.0,16.7,3.0,1.9,1.8,0.8919999999999817,47.0,3.0,44,0,-0.38700000000000045,43.2,45.599999999999994,721.4399999999999,3.8,3.6,48.0,1.2639999999999958,27.0,0.8888888888888888
2,25.0,16.7,2.0,1.9,1.8,1.083999999999989,48.0,3.0,44,0,0.19200000000000728,45.0,47.5,751.5,3.8,3.6,50.0,1.2639999999999958,27.0,0.9259259259259259
2,26.0,16.7,1.0,1.9,1.8,0.6399999999999864,49.0,3.0,44,0,-0.4440000000000026,46.800000000000004,49.4,781.56,3.8,3.6,52.0,1.2639999999999958,27.0,0.9629629629629629
2,27.0,16.7,0.0,1.9,1.8,0.7059999999999889,50.0,3.0,44,0,0.0660000000000025,48.6,51.3,811.62,3.8,3.6,54.0,1.2639999999999958,27.0,1.0
3,8.0,36.2,64.0,2.1,2.3,0.0,7.0,1.0,42,0,0.0,18.4,16.8,666.08,6.300000000000001,6.8999999999999995,24.0,,15.0,0.5333333333333333
3,9.0,37.2,63.0,2.1,2.3,0.6099999999999994,8.0,1.0,42,0,0.6099999999999994,20.7,18.900000000000002,770.04,6.300000000000001,6.8999999999999995,27.0,,15.0,0.6
3,10.0,36.5,62.0,2.1,2.3,0.5908945686901035,9.0,1.0,42,0,-0.01910543130989595,23.0,21.0,839.4999999999999,6.300000000000001,6.8999999999999995,30.0,,15.0,0.6666666666666666
3,11.0,36.5,61.0,2.1,2.3,0.6487049180327773,10.0,1.0,42,0,0.05781034934267382,25.299999999999997,23.1,923.4499999999998,6.300000000000001,6.8999999999999995,33.0,,15.0,0.7333333333333333
3,12.0,36.9,60.0,2.1,2.3,1.6196153846153862,11.0,1.0,42,0,0.9709104665826089,27.599999999999998,25.200000000000003,1018.4399999999998,6.300000000000001,6.8999999999999995,36.0,,15.0,0.8
3,13.0,37.0,59.0,2.1,2.3,1.1935276872964096,12.0,1.0,42,0,-0.42608769731897667,29.9,27.3,1106.3,6.300000000000001,6.8999999999999995,39.0,,15.0,0.8666666666666667
3,14.0,36.7,58.0,2.1,2.3,1.6737178683385707,13.0,1.0,42,0,0.48019018104216116,32.199999999999996,29.400000000000002,1181.74,6.300000000000001,6.8999999999999995,42.0,,15.0,0.9333333333333333
3,15.0,35.6,57.0,2.1,2.3,1.784000000000006,14.0,1.0,42,0,0.1102821316614353,34.5,31.5,1228.1999999999998,6.300000000000001,6.8999999999999995,45.0,,15.0,1.0
1,3.0,44.7,55.0,2.7,2.9,0.0,2.0,1.0,28,0,-1.784000000000006,8.7,8.100000000000001,388.89,2.7,2.9,3.0,,22.0,0.13636363636363635
1,4.0,42.3,54.0,2.7,2.9,0.0,3.0,1.0,28,0,0.0,11.6,10.8,490.67999999999995,2.7,2.9,4.0,,22.0,0.18181818181818182
1,5.0,44.2,53.0,2.7,2.9,0.02464490667658481,4.0,1.0,28,0,0.02464490667658481,14.5,13.5,640.9000000000001,2.7,2.9,5.0,,22.0,0.22727272727272727
1,6.0,45.6,52.0,2.7,2.9,0.031157303370775935,5.0,1.0,28,0,0.006512396694191125,17.4,16.200000000000003,793.44,2.7,2.9,6.0,,22.0,0.2727272727272727
1,7.0,45.5,51.0,2.7,2.9,0.08608648184102208,6.0,1.0,28,0,0.05492917847024614,20.3,18.900000000000002,923.6499999999999,2.7,2.9,7.0,,22.0,0.3181818181818182
1,8.0,45.5,50.0,2.7,2.9,0.6181573033707934,7.0,1.0,28,0,0.5320708215297714,23.2,21.6,1055.6,2.7,2.9,8.0,,22.0,0.36363636363636365
1,9.0,46.4,49.0,2.7,2.9,0.0,8.0,1.0,28,0,-0.6181573033707934,26.099999999999998,24.3,1211.04,2.7,2.9,9.0,,22.0,0.4090909090909091
1,10.0,46.8,48.0,2.7,2.9,0.2626494898618006,9.0,1.0,28,0,0.2626494898618006,29.0,27.0,1357.2,2.7,2.9,10.0,,22.0,0.45454545454545453
1,11.0,44.7,47.0,2.7,2.9,0.7834022988505609,10.0,1.0,28,0,0.5207528089887603,31.9,29.700000000000003,1425.9299999999998,2.7,2.9,11.0,,22.0,0.5
1,12.0,44.7,46.0,2.7,2.9,1.3734022988505643,11.0,1.0,28,0,0.5900000000000034,34.8,32.400000000000006,1555.56,2.7,2.9,12.0,,22.0,0.5454545454545454
1,13.0,45.1,45.0,2.7,2.9,1.3774022988505692,12.0,1.0,28,0,0.0040000000000048885,37.699999999999996,35.1,1700.27,2.7,2.9,13.0,,22.0,0.5909090909090909
1,14.0,45.5,44.0,2.7,2.9,0.9783253757736503,13.0,1.0,28,0,-0.3990769230769189,40.6,37.800000000000004,1847.2999999999997,2.7,2.9,14.0,,22.0,0.6363636363636364
1,15.0,45.4,43.0,2.7,2.9,0.8224022988505624,14.0,1.0,28,0,-0.15592307692308793,43.5,40.5,1974.8999999999999,2.7,2.9,15.0,,22.0,0.6818181818181818
1,16.0,45.5,42.0,2.7,2.9,0.5644022988505668,15.0,1.0,28,0,-0.25799999999999557,46.4,43.2,2111.2,2.7,2.9,16.0,,22.0,0.7272727272727273
1,17.0,45.5,41.0,2.7,2.9,0.4324022988505618,16.0,1.0,28,0,-0.132000000000005,49.3,45.900000000000006,2243.1499999999996,2.7,2.9,17.0,,22.0,0.7727272727272727
1,18.0,47.4,40.0,2.7,2.9,0.49440229885057363,17.0,1.0,28,0,0.06200000000001182,52.199999999999996,48.6,2474.2799999999997,2.7,2.9,18.0,,22.0,0.8181818181818182
1,19.0,47.5,39.0,2.7,2.9,0.4014022988505701,18.0,1.0,28,0,-0.09300000000000352,55.1,51.300000000000004,2617.25,2.7,2.9,19.0,,22.0,0.8636363636363636
1,20.0,46.1,38.0,2.7,2.9,0.30340229885058534,19.0,1.0,28,0,-0.09799999999998477,58.0,54.0,2673.8,2.7,2.9,20.0,,22.0,0.9090909090909091
1,21.0,44.7,37.0,2.7,2.9,0.49440229885057363,20.0,1.0,28,0,0.1909999999999883,60.9,56.7,2722.23,2.7,2.9,21.0,,22.0,0.9545454545454546
1,22.0,44.5,36.0,2.7,2.9,0.5324022988505703,21.0,1.0,28,0,0.0379999999999967,63.8,59.400000000000006,2839.0999999999995,2.7,2.9,22.0,,22.0,1.0
2,3.0,45.4,33.0,2.7,2.9,0.0,24.0,2.0,28,0,-0.9879999999999995,8.7,8.100000000000001,394.98,5.4,5.8,6.0,1.3774022988505692,36.0,0.08333333333333333
2,4.0,45.6,32.0,2.7,2.9,0.15730939226517648,25.0,2.0,28,0,0.15730939226517648,11.6,10.8,528.96,5.4,5.8,8.0,1.3774022988505692,36.0,0.1111111111111111
2,5.0,45.6,31.0,2.7,2.9,0.0,26.0,2.0,28,0,-0.15730939226517648,14.5,13.5,661.2,5.4,5.8,10.0,1.3774022988505692,36.0,0.1388888888888889
2,6.0,44.4,30.0,2.7,2.9,0.0,27.0,2.0,28,0,0.0,17.4,16.200000000000003,772.56,5.4,5.8,12.0,1.3774022988505692,36.0,0.16666666666666666
2,13.0,42.6,23.0,2.7,2.9,0.05471509971509647,34.0,2.0,28,0,0.05471509971509647,37.699999999999996,35.1,1606.02,5.4,5.8,26.0,1.3774022988505692,36.0,0.3611111111111111
2,14.0,42.6,22.0,2.7,2.9,0.0,35.0,2.0,28,0,-0.05471509971509647,40.6,37.800000000000004,1729.5600000000002,5.4,5.8,28.0,1.3774022988505692,36.0,0.3888888888888889
2,15.0,42.8,21.0,2.7,2.9,0.0,36.0,2.0,28,0,0.0,43.5,40.5,1861.8,5.4,5.8,30.0,1.3774022988505692,36.0,0.4166666666666667
2,16.0,42.3,20.0,2.7,2.9,0.09777582159624387,37.0,2.0,28,0,0.09777582159624387,46.4,43.2,1962.7199999999998,5.4,5.8,32.0,1.3774022988505692,36.0,0.4444444444444444
2,17.0,40.6,19.0,2.7,2.9,0.0,38.0,2.0,28,0,-0.09777582159624387,49.3,45.900000000000006,2001.58,5.4,5.8,34.0,1.3774022988505692,36.0,0.4722222222222222
2,18.0,40.2,18.0,2.7,2.9,0.4327076730133399,39.0,2.0,28,0,0.4327076730133399,52.199999999999996,48.6,2098.44,5.4,5.8,36.0,1.3774022988505692,36.0,0.5
2,19.0,41.6,17.0,2.7,2.9,0.2671300583980951,40.0,2.0,28,0,-0.16557761461524478,55.1,51.300000000000004,2292.16,5.4,5.8,38.0,1.3774022988505692,36.0,0.5277777777777778
2,20.0,42.6,16.0,2.7,2.9,0.6655903699316639,41.0,2.0,28,0,0.39846031153356876,58.0,54.0,2470.8,5.4,5.8,40.0,1.3774022988505692,36.0,0.5555555555555556
2,21.0,42.6,15.0,2.7,2.9,0.0,42.0,2.0,28,0,-0.6655903699316639,60.9,56.7,2594.34,5.4,5.8,42.0,1.3774022988505692,36.0,0.5833333333333334
2,22.0,42.3,14.0,2.7,2.9,0.08212966858239668,43.0,2.0,28,0,0.08212966858239668,63.8,59.400000000000006,2698.74,5.4,5.8,44.0,1.3774022988505692,36.0,0.6111111111111112
2,23.0,41.6,13.0,2.7,2.9,0.12747315762493372,44.0,2.0,28,0,0.045343489042537044,66.7,62.1,2774.72,5.4,5.8,46.0,1.3774022988505692,36.0,0.6388888888888888
2,24.0,41.2,12.0,2.7,2.9,0.9234985715234956,45.0,2.0,28,0,0.7960254138985619,69.6,64.80000000000001,2867.52,5.4,5.8,48.0,1.3774022988505692,36.0,0.6666666666666666
2,26.0,41.8,10.0,2.7,2.9,1.0111624039908236,47.0,2.0,28,0,0.087663832467328,75.39999999999999,70.2,3151.72,5.4,5.8,52.0,1.3774022988505692,36.0,0.7222222222222222
2,27.0,41.0,9.0,2.7,2.9,0.8925292228644821,48.0,2.0,28,0,-0.11863318112634147,78.3,72.9,3210.2999999999997,5.4,5.8,54.0,1.3774022988505692,36.0,0.75
